Cloud Cover,Date time,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Visibility,Conditions
15,10/17/2016,15.9,62.15,0,23.6,4,Clear
0,10/18/2016,15.3,62.72,0,22.8,4,Clear
15,10/19/2016,15.7,65.22,0,22.6,4,Clear
0,10/20/2016,15.2,69.03,0,21.1,4,Clear
15,10/21/2016,15.2,63.9,0,22.4,4,Clear
0,10/22/2016,14.3,60.32,0,22.4,4,Clear
0,10/23/2016,13.9,59.4,0,22.3,4,Clear
0,10/24/2016,14.2,62.42,0,21.7,4,Clear
0,10/25/2016,14.4,63.47,0,21.6,4,Clear
0,10/26/2016,14.8,65.26,0,21.8,4,Clear
15,10/27/2016,14.3,61.95,0,22,4,Clear
,10/28/2016,,,,,,
25,10/29/2016,14.3,60.42,0,22.4,4,Clear
40,10/30/2016,15.3,65.55,0,22,4,Partially cloudy
25,10/31/2016,12.8,65.46,0,19.4,4,Clear
40,11-01-2016,11.8,63.56,0,18.9,4,Partially cloudy
0,11-02-2016,13.7,64.21,0,20.7,4,Clear
0,11-03-2016,11.9,60.71,0,19.7,4,Clear
30,11-04-2016,11.5,60.9,0,19.3,4,Partially cloudy
30,11-05-2016,12.2,58.21,0,20.7,4,Partially cloudy
0,11-06-2016,10.9,75.78,0,15.8,4,Clear
30,11-07-2016,10.9,62.4,0,18.2,4,Partially cloudy
30,11-08-2016,12.2,66.14,0,18.7,4,Partially cloudy
0,11-09-2016,10.9,57.89,0,19.4,4,Clear
25,11-10-2016,10.9,62.45,0,18.2,4,Clear
0,11-11-2016,9.1,56.51,0,17.9,4,Clear
0,11-12-2016,9.7,65.37,0,16.2,4,Clear
0,11/13/2016,10,59.34,0,18.1,4,Clear
0,11/14/2016,9.8,59.25,0,17.9,4,Clear
0,11/15/2016,9.5,56.37,0,18.3,4,Clear
0,11/16/2016,8.4,56.08,0,17.2,4,Clear
0,11/17/2016,8.9,59.05,0,17,4,Clear
0,11/18/2016,9,59.8,0,17,4,Clear
0,11/19/2016,9.4,60.2,0,17.4,4,Clear
30,11/20/2016,9.8,62.1,0,17.1,4,Partially cloudy
100,11/21/2016,9.3,60.02,0,17.1,4,Overcast
40,11/22/2016,9.1,58.28,0,17.4,4,Partially cloudy
50,11/23/2016,9.7,66.63,0,15.9,4,Partially cloudy
30,11/24/2016,9.6,64.38,0,16.4,4,Partially cloudy
65,11/25/2016,9.5,63.89,0,16.4,4,Partially cloudy
50,11/26/2016,10.3,64.08,0,17.1,4,Partially cloudy
0,11/27/2016,10.4,63.69,0,17.4,4,Clear
0,11/28/2016,8.4,61.04,0,15.9,4,Clear
15,11/29/2016,9.5,60.75,0,17.2,4,Clear
40,11/30/2016,9.5,64.61,0,16.2,4,Partially cloudy
0,12-01-2016,9.8,62.86,0,16.9,4,Clear
15,12-02-2016,8.9,61.17,0,16.4,4,Clear
15,12-03-2016,7.3,53.03,0,16.9,4,Clear
25,12-04-2016,8.4,59.59,0,16.3,4,Clear
15,12-05-2016,7.2,55.88,0,16.1,4,Clear
15,12-06-2016,8.7,62.19,0,15.9,4,Clear
0,12-07-2016,9,63.62,0,16,4,Clear
0,12-08-2016,8.8,62.84,0,15.9,4,Clear
0,12-09-2016,8.6,60.71,0,16.3,4,Clear
30,12-10-2016,9.2,56.05,0,18.1,4,Partially cloudy
15,12-11-2016,9.6,63.72,0,16.5,4,Clear
100,12-12-2016,8.5,59.16,0,16.5,3,Overcast
0,12/13/2016,7.1,55.91,0,15.9,4,Clear
0,12/14/2016,8.4,60.21,0,16.2,4,Clear
40,12/15/2016,8,63.33,0,15,4,Partially cloudy
30,12/16/2016,8,62.8,0,15.1,4,Partially cloudy
15,12/17/2016,7.4,61.18,0,14.9,4,Clear
30,12/18/2016,6.7,60.79,0,14.2,4,Partially cloudy
30,12/19/2016,6.2,56.97,0,14.8,4,Partially cloudy
0,12/20/2016,7,66.92,0,13,4,Clear
30,12/21/2016,7.2,52.78,0,16.9,4,Partially cloudy
15,12/22/2016,7,59.07,0,14.9,4,Clear
30,12/23/2016,6.8,56.34,0,15.5,4,Partially cloudy
15,12/24/2016,7.3,60.14,0,15,4,Clear
100,12/25/2016,8.7,75.63,100,12.9,2,"Rain, Overcast"
0,12/26/2016,6.2,61.18,0,13.5,4,Clear
0,12/27/2016,6.5,60.76,0,14,4,Clear
0,12/28/2016,6.1,66.73,0,12.1,4,Clear
0,12/29/2016,7.9,65.12,0,14.5,4,Clear
0,12/30/2016,7.1,63.45,0,14,4,Clear
29.3,01-01-2019,8.4,84.93,0,11.1,0.8,Partially cloudy
35.5,01-02-2019,8.4,91.74,0,9.8,0.3,Partially cloudy
39,01-03-2019,6.4,85.06,0,9.3,1.6,Partially cloudy
45,01-04-2019,7.3,77.27,0,11.6,2.3,Partially cloudy
76.8,01-05-2019,8.5,81.37,16.67,11.7,2,"Rain, Overcast"
42.6,01-06-2019,8.2,81.59,0,11.4,3.1,Partially cloudy
16.1,01-07-2019,6.8,80.4,0,10.4,2.4,Clear
43.1,01-08-2019,8.3,90.45,0,10.1,1.9,Partially cloudy
8.8,01-09-2019,6.5,72.07,0,12.2,3.7,Clear
35.1,01-10-2019,8.4,81.98,0,11.8,2.5,Partially cloudy
56,01-11-2019,8.2,72.88,0,13.5,1.9,Partially cloudy
53.8,01-12-2019,9.3,85.07,0,12,2,Partially cloudy
30.7,01/13/2019,7.1,71.79,0,12.9,3.8,Partially cloudy
23.8,01/14/2019,4.9,75.35,0,9.8,4.2,Clear
30.4,01/15/2019,4.4,74.31,0,9.7,3.2,Partially cloudy
47.4,01/16/2019,7.4,83.44,0,10.3,2,Partially cloudy
17.1,01/17/2019,4.5,77.68,0,9.2,1.4,Clear
35.8,01/18/2019,6.1,78.66,0,10.2,1.6,Partially cloudy
55.2,01/19/2019,7.2,70.56,0,13.1,2.3,Partially cloudy
63.6,01/20/2019,9.7,81.79,0,13,2,Partially cloudy
74.9,01/21/2019,12.2,96.13,26.09,12.8,2.7,"Rain, Partially cloudy"
73.6,01/22/2019,11.6,97.39,8.7,12.1,3.1,"Rain, Partially cloudy"
24.1,01/23/2019,7.6,80.47,0,11.5,4,Clear
12.6,01/24/2019,6.3,79.45,0,10.3,3.1,Clear
23.1,01/25/2019,4.9,77.06,0,9.8,2.9,Clear
19.7,01/26/2019,5.3,79.59,0,9.4,3.9,Clear
14.4,01/27/2019,3.8,69.34,0,10.2,3.5,Clear
7.2,01/28/2019,4.6,78.62,0,9.1,2.6,Clear
42.3,01/29/2019,3.7,70.33,0,10.2,3.2,Partially cloudy
74.8,01/30/2019,7.3,81.24,4.35,10.7,2.4,"Rain, Partially cloudy"
75.3,01/31/2019,9.8,91.69,4.35,11.3,2.8,"Rain, Overcast"
60,02-01-2019,9.7,95.68,9.09,10.4,2.9,"Rain, Partially cloudy"
29.1,02-02-2019,8.4,82.45,0,11.9,4.1,Partially cloudy
12.9,02-03-2019,8.3,78.6,0,12.8,3.9,Clear
38.6,02-04-2019,10.1,82.83,0,13.6,2.4,Partially cloudy
54,02-05-2019,10.7,79.67,4.17,15,2.5,"Rain, Partially cloudy"
65.5,02-06-2019,11.1,81.09,4.55,14.6,2.7,"Rain, Partially cloudy"
74.7,02-07-2019,11.7,96.7,8.33,12.2,2.5,"Rain, Partially cloudy"
46.2,02-08-2019,8.1,83.13,0,11.3,3.9,Partially cloudy
22.6,02-09-2019,6.9,77,0,11.6,4.2,Clear
41,02-10-2019,6.9,73.05,0,12.6,3.1,Partially cloudy
46.4,02-11-2019,8,65.37,0,15.2,3.1,Partially cloudy
60.8,02-12-2019,10.6,78.93,0,14.8,2,Partially cloudy
51.7,02/13/2019,11.7,85.83,0,14.7,1.7,Partially cloudy
56.9,02/14/2019,12.8,98.93,12.5,12.9,2,"Rain, Partially cloudy"
63.2,02/15/2019,13,92.37,0,14.3,3.1,Partially cloudy
22.9,02/16/2019,11.5,83.91,0,14.7,3,Clear
57.2,02/17/2019,9.9,84.13,4.17,12.8,2.4,"Rain, Partially cloudy"
69.4,02/18/2019,10.8,83.71,4.35,14.1,3.3,"Rain, Partially cloudy"
40.5,02/19/2019,10,77.12,0,14.5,4.1,Partially cloudy
62.9,02/20/2019,12.6,81.08,12.5,16.1,3.2,"Rain, Partially cloudy"
59.5,02/21/2019,14.6,90.71,13.64,16.3,2.8,"Rain, Partially cloudy"
17.7,02/22/2019,9.5,77.88,0,13.9,3.8,Clear
30.7,02/23/2019,7.3,71.51,0,13.3,4.3,Partially cloudy
8.4,02/24/2019,7.5,69.35,0,14.1,3.5,Clear
31.3,02/25/2019,8.2,67.7,0,15,4.4,Partially cloudy
47.5,02/26/2019,8.8,73.53,4.35,14.1,4.2,"Rain, Partially cloudy"
26.6,02/27/2019,5.9,65.78,0,12.8,4.5,Partially cloudy
27.5,02/28/2019,6.3,64.17,0,13.5,5,Partially cloudy
52.9,03-01-2019,7.6,68.88,0,13.6,3.6,Partially cloudy
74,03-02-2019,8.8,73.98,9.09,13.7,4.1,"Rain, Partially cloudy"
66,03-03-2019,10.2,80.55,0,14,4.2,Partially cloudy
52.6,03-04-2019,9.2,75.22,0,14.4,3,Partially cloudy
30.7,03-05-2019,9.3,68.56,0,15.8,4,Partially cloudy
9.9,03-06-2019,7.7,61.2,0,16.1,4,Clear
28.8,03-07-2019,9,63.7,0,16.7,4,Partially cloudy
52.2,03-08-2019,5.9,56.37,0,14.7,3.7,Partially cloudy
11.5,03-09-2019,7.1,60.43,0,15.5,3.9,Clear
19.2,03-10-2019,9,64.52,0,16.7,3.8,Clear
57.6,03-11-2019,10.3,74.64,4.76,14.9,3,"Rain, Partially cloudy"
25.8,03-12-2019,10.4,72.57,0,16,4.7,Partially cloudy
45.7,03/13/2019,10.5,72.86,0,16,3.5,Partially cloudy
53.1,03/14/2019,10.3,75.95,0,14.9,4.1,Partially cloudy
11.5,03/15/2019,9.1,58.51,0,18.2,4.7,Clear
37.1,03/16/2019,9.6,63.96,0,17.4,4.3,Partially cloudy
26,03/17/2019,10.6,61.69,0,19.1,4.1,Partially cloudy
35.6,03/18/2019,11.2,63.86,0,19.1,3.9,Partially cloudy
44.9,03/19/2019,12.2,63.91,0,20.5,3.4,Partially cloudy
38.4,03/20/2019,10.8,64.78,0,18.2,4.8,Partially cloudy
0,03/21/2019,11,63.71,0,18.9,5,Clear
23.8,03/22/2019,10.6,61,0,19.3,4.8,Clear
49.6,03/23/2019,10.6,63.78,0,18.2,3.4,Partially cloudy
52.2,03/24/2019,12.3,73.29,0,17.5,3.5,Partially cloudy
45.9,03/25/2019,11.2,63.45,0,19.5,3.4,Partially cloudy
16.5,03/26/2019,13.2,68.77,0,20.1,3.1,Clear
49.4,03/27/2019,13.7,65.35,0,21.9,3,Partially cloudy
52.4,03/28/2019,15.7,67.74,0,22.9,3.6,Partially cloudy
53.1,03/29/2019,15.7,63.51,0,23.7,3,Partially cloudy
33.9,03/30/2019,16.3,66.52,0,24,3.7,Partially cloudy
22.6,03/31/2019,10,50.16,0,22.9,4.6,Clear
12.4,04-01-2019,11.2,53.44,0,23.2,3.9,Clear
36.1,04-02-2019,12.4,56.47,0,23.6,3.8,Partially cloudy
51.8,04-03-2019,15.2,59.45,0,24.8,3.3,Partially cloudy
50,04-04-2019,16,59.35,0,25.8,2.7,Partially cloudy
31.3,04-05-2019,17.2,63.6,0,25.7,3,Partially cloudy
31.8,04-06-2019,18.6,64.22,0,27,3,Partially cloudy
51.6,04-07-2019,16.3,56.47,0,26.8,4.4,Partially cloudy
39.8,04-08-2019,16,58.16,4.76,25.6,4.2,"Rain, Partially cloudy"
24.9,04-09-2019,16.6,58.14,0,26.6,4.1,Clear
34.9,04-10-2019,16.6,58.24,0,26.5,4.4,Partially cloudy
41,04-11-2019,15.2,54.65,0,26.1,4.5,Partially cloudy
53.9,04-12-2019,17.9,63.67,4.17,26.1,4.4,"Rain, Partially cloudy"
58.5,04/13/2019,16.5,63.02,0,24.6,4,Partially cloudy
43.4,04/14/2019,15.3,56.62,0,25.8,4.7,Partially cloudy
41.8,04/15/2019,17.4,58.43,0,27.5,4.8,Partially cloudy
72,04/16/2019,14.7,60.62,8.33,23.3,4.1,"Rain, Partially cloudy"
61.9,04/17/2019,15,78.48,12.5,18.9,3.8,"Rain, Partially cloudy"
44.6,04/18/2019,14.9,68.99,0,21.5,4.6,Partially cloudy
23.7,04/19/2019,14.6,59.54,0,24.2,4.2,Clear
30.4,04/20/2019,15.5,57.01,0,25.6,4.2,Partially cloudy
12.8,04/21/2019,15,48.72,0,28.2,4.4,Clear
5.7,04/22/2019,16,48.03,0,29.4,4.4,Clear
21.2,04/23/2019,18.8,53.16,0,30.9,4.4,Clear
39.9,04/24/2019,16,48.56,0,29.1,4.1,Partially cloudy
40.1,04/25/2019,16,48.44,0,29.5,4.7,Partially cloudy
23.1,04/26/2019,16.4,50.53,0,29.8,4.5,Clear
20.4,04/27/2019,14.2,47.92,0,29.3,4.4,Clear
11,04/28/2019,15.2,47.49,0,30,4.3,Clear
18.2,04/29/2019,12.7,43.04,0,30,4.2,Clear
51.8,04/30/2019,17,45.95,0,31.4,3.7,Partially cloudy
36.1,05-01-2019,15.6,49.36,0,29.2,4.2,Partially cloudy
43.9,05-02-2019,15.2,49.94,0,28.6,3.8,Partially cloudy
6.9,05-03-2019,14.1,47.59,0,28.1,4.4,Clear
0,05-04-2019,12.9,41.83,0,28.2,4.5,Clear
15,05-05-2019,14.6,44.45,0,30,3.9,Clear
15.2,05-06-2019,11,36.36,0,29.8,4.6,Clear
17.5,05-07-2019,11.5,35.16,0,30.4,4,Clear
11.2,05-08-2019,12,34.89,0,32,4,Clear
18,05-09-2019,13.2,35.49,0,32.2,3.7,Clear
47,05-10-2019,12.5,32.24,0,32.6,3.2,Partially cloudy
54.5,05-11-2019,14,42.88,0,28.3,3.2,Partially cloudy
25.8,05-12-2019,12.2,37.06,0,29.9,4.3,Partially cloudy
47.9,05/13/2019,14.4,44.08,5,28.2,2.7,"Rain, Partially cloudy"
36.5,05/14/2019,14.1,44.46,0,28.9,4.5,Partially cloudy
61.2,05/15/2019,15,45.61,0,28.2,3.3,Partially cloudy
58.8,05/16/2019,15.8,53.13,0,26.4,3.7,Partially cloudy
57.2,05/17/2019,16.3,66.73,4.76,22.9,3.6,"Rain, Partially cloudy"
38.6,05/18/2019,14.7,49.64,0,27.2,4.5,Partially cloudy
24.8,05/19/2019,14.1,39.35,0,30.7,4.4,Clear
28.5,05/20/2019,13.4,37.48,0,31.6,4.7,Partially cloudy
15.9,05/21/2019,13.4,35.4,0,32.1,4.8,Clear
30.4,05/22/2019,14.6,37.74,0,32.1,3.8,Partially cloudy
56.4,05/23/2019,15.3,40.77,0,30.8,4.5,Partially cloudy
52,05/24/2019,16.2,55.54,9.52,26.7,4.5,"Rain, Partially cloudy"
15,05/25/2019,16.3,56.98,4.17,26.4,5.1,Rain
7.2,05/26/2019,15.5,43.78,0,30.7,5,Clear
13.3,05/27/2019,13.9,37.97,0,31.6,4.8,Clear
0,05/28/2019,13.9,36.22,0,32.2,4.2,Clear
5.7,05/29/2019,13.2,30.83,0,34.8,4.8,Clear
7.2,05/30/2019,13.1,29.47,0,35.8,4.7,Clear
3.4,05/31/2019,12.3,28.98,0,36.2,4.3,Clear
16.7,06-01-2019,12.5,25.48,0,36.8,4.1,Clear
23.8,06-02-2019,13.5,29.86,0,35.2,4.1,Clear
29.5,06-03-2019,15.8,35.51,0,34.3,3.3,Partially cloudy
34.2,06-04-2019,16.6,41.11,0,32.4,4.1,Partially cloudy
40.2,06-05-2019,15.6,34,0,35.4,4.5,Partially cloudy
17,06-06-2019,15.8,37.89,0,33.2,4.8,Clear
0,06-07-2019,13.6,34.8,0,33.4,4.8,Clear
22.7,06-08-2019,15.8,36.25,0,34.2,4.4,Clear
2.6,06-09-2019,17,36.38,0,35.6,4.7,Clear
1.9,06-10-2019,16.6,32.64,0,36.9,4.9,Clear
41.6,06-11-2019,18,34.39,0,37.5,4.2,Partially cloudy
38.2,06-12-2019,19.4,46.3,9.09,32.9,4.4,"Rain, Partially cloudy"
5.3,06/13/2019,16.3,39.45,0,34,5,Clear
0,06/14/2019,15.7,36.16,0,34.1,4.8,Clear
27.3,06/15/2019,16.1,42.81,8.33,31.8,3.7,"Rain, Partially cloudy"
35.2,06/16/2019,17.4,46.47,0,31.4,4.5,Partially cloudy
37.2,06/17/2019,19.5,51.66,4.17,31.4,3.8,"Rain, Partially cloudy"
41.3,06/18/2019,19.1,61.93,0,27.5,3.7,Partially cloudy
21.8,06/19/2019,20.9,54.86,0,31.5,3.4,Clear
24.5,06/20/2019,17.9,52.2,4.17,29,4.1,Rain
16.7,06/21/2019,18.4,50.51,0,30.8,4.7,Clear
2.8,06/22/2019,16.9,38.58,0,34.4,4.8,Clear
25.5,06/23/2019,17.6,43.28,0,32,3.8,Partially cloudy
70,06/24/2019,21.3,68.19,4.76,28.1,3,"Rain, Partially cloudy"
44.6,06/25/2019,22.1,61.45,0,31.3,3.6,Partially cloudy
14.3,06/26/2019,20.9,48.9,0,33.9,3.8,Clear
17.9,06/27/2019,16.7,41.77,0,33,4.5,Clear
10,06/28/2019,19.1,42.06,0,34.5,4.6,Clear
14.9,06/29/2019,20.3,43.2,0,35.5,4.1,Clear
19.1,06/30/2019,18.6,41.54,0,34.4,4.3,Clear
13.8,07-01-2019,18.3,42.27,0,34.1,4.1,Clear
2.4,07-02-2019,19.2,44.98,0,33.3,3.9,Clear
0,07-03-2019,22.1,47.9,0,35.2,4.1,Clear
40.9,07-04-2019,24,65.91,9.52,31.7,3.2,"Rain, Partially cloudy"
46.8,07-05-2019,24,75.2,12.5,29.2,3.2,"Rain, Partially cloudy"
57.8,07-06-2019,24.8,70.3,0,30.9,3,Partially cloudy
44.7,07-07-2019,23.3,62.49,0,31.9,3.4,Partially cloudy
22.1,07-08-2019,24.2,59.69,0,33.4,3.3,Clear
58.5,07-09-2019,23.7,71.93,4.35,29.6,3.3,"Rain, Partially cloudy"
36.1,07-10-2019,24.5,68.44,0,31.2,3.2,Partially cloudy
44,07-11-2019,25.1,75.42,4.55,30.2,3.1,"Rain, Partially cloudy"
61.1,07-12-2019,23.9,75.01,4.55,29.1,2.8,"Rain, Partially cloudy"
52.1,07/13/2019,22.2,70.16,4.17,28.7,4.1,"Rain, Partially cloudy"
59.6,07/14/2019,23.4,81.96,15.79,26.9,3.4,"Rain, Partially cloudy"
53.7,07/15/2019,24.4,82.99,0,27.7,3.2,Partially cloudy
73,07/16/2019,24.6,91.58,19.05,26.1,2.5,"Rain, Partially cloudy"
52,07/17/2019,24,81.75,0,27.6,3.7,Partially cloudy
37.7,07/18/2019,25.2,78.84,0,29.5,3.1,Partially cloudy
45.9,07/19/2019,24.5,76.84,0,29.1,3.2,Partially cloudy
44.6,07/20/2019,23.9,76.49,9.09,28.6,2.7,"Rain, Partially cloudy"
43.2,07/21/2019,25,74.22,0,30.5,3.2,Partially cloudy
39.2,07/22/2019,26.9,78.91,4.17,31.2,2.1,"Rain, Partially cloudy"
33.9,07/23/2019,27,76.95,0,31.8,2.6,Partially cloudy
34.5,07/24/2019,27.3,75.62,0,32.3,2.7,Partially cloudy
72.5,07/25/2019,25.5,89.2,13.64,27.4,2.3,"Rain, Partially cloudy"
68.9,07/26/2019,25.9,86.44,0,28.4,2.1,Partially cloudy
68.5,07/27/2019,25.3,83.25,4.17,28.5,3,"Rain, Partially cloudy"
63.8,07/28/2019,26,91.09,12.5,27.6,3.6,"Rain, Partially cloudy"
51.6,07/29/2019,24.7,70.96,0,31,5,Partially cloudy
43,07/30/2019,26.9,79.34,0,31,3.8,Partially cloudy
71.4,07/31/2019,25.2,89.01,0,27.2,3.2,Partially cloudy
75.3,08-01-2019,24.8,88.15,4.35,27,3.5,"Rain, Overcast"
68.1,08-02-2019,23.7,83.1,9.09,27.2,2.8,"Rain, Partially cloudy"
46.7,08-03-2019,25.4,81.02,0,29.2,3,Partially cloudy
49.7,08-04-2019,26,76.01,0,30.9,2.5,Partially cloudy
52.3,08-05-2019,26.1,72.27,0,31.9,3.1,Partially cloudy
60.7,08-06-2019,26.1,78.14,0,30.6,3.3,Partially cloudy
57,08-07-2019,24.7,71.72,0,30.7,3.5,Partially cloudy
47.8,08-08-2019,24.4,67.35,0,31.4,3.6,Partially cloudy
69.7,08-09-2019,25.8,87.45,6.67,28.1,3.3,"Rain, Partially cloudy"
61,08-10-2019,25.7,81.97,0,29.4,4,Partially cloudy
57.4,08-11-2019,27,81.3,4.55,30.8,3.5,"Rain, Partially cloudy"
49.4,08-12-2019,27.8,83.42,0,31,2.6,Partially cloudy
55.3,08/13/2019,26.3,81.66,0,29.9,3.4,Partially cloudy
65.8,08/14/2019,25.9,80.68,0,29.7,3.8,Partially cloudy
62.9,08/15/2019,25.9,77.05,0,30.5,3.4,Partially cloudy
67,08/16/2019,25.8,88.53,4.35,28,3.5,"Rain, Partially cloudy"
77.4,08/17/2019,24.6,93.57,15.79,25.8,2.9,"Rain, Overcast"
50.3,08/18/2019,23.9,81.36,0,27.6,4.2,Partially cloudy
43.4,08/19/2019,23.9,77.88,0,28.5,4.2,Partially cloudy
25.4,08/20/2019,24.7,78.07,0,29.2,4.3,Partially cloudy
27.6,08/21/2019,25.7,76.94,0,30.5,4,Partially cloudy
34.3,08/22/2019,26.3,77.48,0,30.9,3.8,Partially cloudy
37.2,08/23/2019,25.3,77.73,0,29.9,3.8,Partially cloudy
34.6,08/24/2019,24.8,71.79,0,30.8,3.4,Partially cloudy
62.4,08/25/2019,25,76.63,0,29.7,3.1,Partially cloudy
60.3,08/26/2019,25,73.3,0,30.5,3.8,Partially cloudy
48.7,08/27/2019,25.1,72.47,0,30.8,3.4,Partially cloudy
32.8,08/28/2019,25.6,71.6,0,31.8,3.5,Partially cloudy
45.5,08/29/2019,26.1,72.14,4.17,31.9,3,"Rain, Partially cloudy"
52.9,08/30/2019,24.8,75.75,0,29.8,3.6,Partially cloudy
49.3,08/31/2019,26.1,76.11,0,31.1,2.7,Partially cloudy
61.2,09-01-2019,25.8,85.05,4.17,28.7,2.5,"Rain, Partially cloudy"
56.8,09-02-2019,24.2,77.95,0,28.7,3,Partially cloudy
43.6,09-03-2019,26,75.4,0,31.1,2.9,Partially cloudy
44.6,09-04-2019,25.9,74.94,0,31.1,2.9,Partially cloudy
51.9,09-05-2019,24.7,79.29,8.33,28.9,3.4,"Rain, Partially cloudy"
39.3,09-06-2019,26.5,80.9,0,30.3,2.9,Partially cloudy
30,09-07-2019,25.7,77.69,0,30.1,3.4,Partially cloudy
38.3,09-08-2019,25.7,78.26,0,30.1,3,Partially cloudy
24.9,09-09-2019,25.3,72.03,0,31.3,2.7,Clear
23.8,09-10-2019,25.9,71.8,0,31.9,3.1,Clear
30.2,09-11-2019,26.5,74.76,0,31.7,3,Partially cloudy
27.4,09-12-2019,25.4,71.08,0,31.6,2.7,Partially cloudy
47.2,09/13/2019,24.6,73.72,0,30.2,3.1,Partially cloudy
49.5,09/14/2019,24.9,75.53,0,29.9,2.9,Partially cloudy
36.1,09/15/2019,24.4,71.71,0,30.4,2.6,Partially cloudy
34.8,09/16/2019,23.9,77.83,4.17,28.5,3.3,"Rain, Partially cloudy"
23.4,09/17/2019,24.3,76.26,0,29.3,3.9,Clear
47.1,09/18/2019,24.8,77.35,0,29.5,2.6,Partially cloudy
39,09/19/2019,23.8,80.79,0,27.5,2.8,Partially cloudy
46.4,09/20/2019,23.2,78.87,0,27.4,2.8,Partially cloudy
24.5,09/21/2019,22.7,76.17,0,27.6,3.8,Clear
28.9,09/22/2019,23.2,76.05,0,28.1,3.3,Partially cloudy
37.3,09/23/2019,22.2,73.36,0,27.7,3.3,Partially cloudy
19.3,09/24/2019,22.7,72.82,0,28.3,3.1,Clear
42.7,09/25/2019,23.6,74.22,0,28.9,2.5,Partially cloudy
50.1,09/26/2019,24.1,77.2,0,28.7,2.1,Partially cloudy
67.4,09/27/2019,22.5,77.68,4.17,26.8,2.6,"Rain, Partially cloudy"
58.8,09/28/2019,21.6,85.6,8.7,24.3,2.8,"Rain, Partially cloudy"
55,09/29/2019,20.8,85.27,4.55,23.5,3.1,"Rain, Partially cloudy"
50.7,09/30/2019,20.6,77.3,0,25.2,4.3,Partially cloudy
37.4,10-01-2019,19.8,76.11,8.7,24.7,3.8,"Rain, Partially cloudy"
29.8,10-02-2019,20.6,74.41,0,25.8,3.7,Partially cloudy
48.1,10-03-2019,20.4,80,4.55,24.4,3.5,"Rain, Partially cloudy"
57.7,10-04-2019,18.3,81.97,4.17,21.7,3,"Rain, Partially cloudy"
40.9,10-05-2019,18.3,74.14,0,23.5,3.6,Partially cloudy
59.7,10-06-2019,19.9,79.01,0,23.9,2.7,Partially cloudy
38.6,10-07-2019,19,74.96,0,24.2,3.9,Partially cloudy
2,10-08-2019,19,75.45,0,24,3.5,Clear
13.5,10-09-2019,20.1,75.6,0,25,3.5,Clear
10,10-10-2019,19,74.8,0,24.3,3.7,Clear
3.4,10-11-2019,19.9,74.82,0,25,2.7,Clear
3.7,10-12-2019,18.7,68.27,0,25.5,2.9,Clear
0,10/13/2019,19.9,73.98,0,25.2,2,Clear
2,10/14/2019,20.3,72.93,0,26,2.3,Clear
0,10/15/2019,20.2,72.6,0,26,2.1,Clear
11.5,10/16/2019,20.9,74.61,0,26.1,2.3,Clear
11.1,10/17/2019,21.4,77.85,0,26,1.7,Clear
47,10/18/2019,16.4,79.4,9.52,20.4,3.5,"Rain, Partially cloudy"
10.6,10/19/2019,16,71.89,0,21.7,3.5,Clear
19.2,10/20/2019,16.2,74.46,0,21.5,3,Clear
2.3,10/21/2019,16.2,73.72,0,21.7,2.9,Clear
0,10/22/2019,16.6,73.39,0,22.2,2.8,Clear
17.8,10/23/2019,17.5,72.69,0,23.3,2.8,Clear
9.4,10/24/2019,17.6,70.93,0,23.8,3.2,Clear
0,10/25/2019,17.9,74.82,0,23,2.6,Clear
0.8,10/26/2019,16.9,71.6,0,22.8,2.3,Clear
0,10/27/2019,16.4,72.69,0,22.2,2.5,Clear
0,10/28/2019,17,73.55,0,22.6,1.7,Clear
0,10/29/2019,17.7,75.44,0,22.7,1.5,Clear
5.9,10/30/2019,17.3,71.82,0,23.1,1.2,Clear
7.5,10/31/2019,16.9,73.37,0,22.5,1,Clear
35.2,11-01-2019,16.4,76.96,0,20.9,1,Partially cloudy
46.8,11-02-2019,16.1,79.05,0,20.1,1.8,Partially cloudy
43.6,11-03-2019,17.5,77.92,0,21.8,1.7,Partially cloudy
10,11-04-2019,15.8,73.74,0,21.3,2.8,Clear
0,11-05-2019,15.8,71.47,0,21.8,3.1,Clear
30.9,11-06-2019,16.7,72.85,0,22.3,2.1,Partially cloudy
56.6,11-07-2019,14.8,85.4,17.39,17.4,3.4,"Rain, Partially cloudy"
19.2,11-08-2019,13.5,78.52,0,17.6,4.4,Clear
0,11-09-2019,13.5,76.35,0,18.3,4.3,Clear
2.5,11-10-2019,12.9,79.42,0,16.9,2.9,Clear
51.6,11-11-2019,13.2,72.58,0,18.6,2.6,Partially cloudy
45.5,11-12-2019,13.6,76.75,0,18.1,1.7,Partially cloudy
42.4,11/13/2019,14,79.5,0,17.8,1.1,Partially cloudy
64,11/14/2019,14.8,80.66,0,18.3,1.1,Partially cloudy
46.9,11/15/2019,14.5,77.19,0,18.9,1.4,Partially cloudy
37.5,11/16/2019,14.6,76.72,4.17,19.1,1.5,"Rain, Partially cloudy"
5.2,11/17/2019,13.4,77.78,0,17.7,2.7,Clear
0,11/18/2019,12.6,77.38,0,17.1,2.2,Clear
15,11/19/2019,12.5,79.09,0,16.5,1.8,Clear
23.2,11/20/2019,13.1,81.17,0,16.7,1.5,Clear
23.3,11/21/2019,12.8,84.26,0,15.6,0.9,Clear
